,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
2279,77601,Jay,Miller,Jay Miller,"Miller, Jay",J. Miller,jay-miller,1943-07-19T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205,2,12,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_jayjay_miller,1967,1968,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2280,1626259,Malcolm,Miller,Malcolm Miller,"Miller, Malcolm",M. Miller,malcolm-miller,1993-03-06T00:00:00,Holy Cross,USA,Holy Cross/USA,6-7,210,4,13,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,malcolm_miller,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2281,2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,6-8,218,18,3,Guard-Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000,2016,N,Y,Y,2000,1,5,N
2282,932,Oliver,Miller,Oliver Miller,"Miller, Oliver",O. Miller,oliver-miller,1970-04-06T00:00:00,Arkansas,USA,Arkansas/USA,6-9,315,10,3,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,oliver_miller,1992,2003,N,Y,Y,1992,1,22,N
2283,203113,Quincy,Miller,Quincy Miller,"Miller, Quincy",Q. Miller,quincy-miller,1992-11-18T00:00:00,Baylor,USA,Baylor/USA,6-9,210,4,34,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,quincy_miller,2012,2014,Y,Y,Y,2012,2,38,N
2284,397,Reggie,Miller,Reggie Miller,"Miller, Reggie",R. Miller,reggie-miller,1965-08-24T00:00:00,UCLA,USA,UCLA/USA,6-7,195,19,31,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,reggie_miller,1987,2004,N,Y,Y,1987,1,11,Y
2285,77604,Walt,Miller,Walt Miller,"Miller, Walt",W. Miller,walt-miller,1915-07-30T00:00:00,Duquesne,USA,Duquesne/USA,6-2,190,1,,Forward,Inactive,N,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_walt_miller,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2286,168,Chris,Mills,Chris Mills,"Mills, Chris",C. Mills,chris-mills,1970-01-25T00:00:00,Arizona,USA,Arizona/USA,6-7,220,11,34,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,chris_mills,1993,2002,N,Y,Y,1993,1,22,N
2287,77606,John,Mills,John Mills,"Mills, John",J. Mills,john-mills,1919-09-07T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-8,203,1,,Center,Inactive,N,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_longjohn_mills,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2288,201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St. Mary's,Australia,St. Mary's/Australia,6-0,180,13,8,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,patty_mills,2009,2022,Y,Y,Y,2009,2,55,N
2289,371,Terry,Mills,Terry Mills,"Mills, Terry",T. Mills,terry-mills,1967-12-21T00:00:00,Michigan,USA,Michigan/USA,,,11,,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,terry_mills,1990,2000,N,Y,Y,1990,1,16,N
2290,202407,Elijah,Millsap,Elijah Millsap,"Millsap, Elijah",E. Millsap,elijah-millsap,1987-08-12T00:00:00,Alabama-Birmingham,USA,Alabama-Birmingham/USA,6-7,215,4,22,Guard-Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,elijah_millsap,2014,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2291,200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257,17,8,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,paul_millsap,2006,2021,N,Y,Y,2006,2,47,N
2292,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,4,18,Guard-Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018,2022,Y,Y,Y,2018,2,54,N
2293,114,Harold,Miner,Harold Miner,"Miner, Harold",H. Miner,harold-miner,1971-05-05T00:00:00,Southern California,USA,Southern California/USA,6-5,210,4,4,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,harold_miner,1992,1995,N,Y,Y,1992,1,12,N
2294,77609,Dirk,Minniefield,Dirk Minniefield,"Minniefield, Dirk",D. Minniefield,dirk-minniefield,1961-01-17T00:00:00,Kentucky,USA,Kentucky/USA,6-3,180,3,11,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_dirk_minniefield,1985,1987,N,Y,Y,1983,2,33,N
2295,77610,Dave,Minor,Dave Minor,"Minor, Dave",D. Minor,dave-minor,1922-02-23T00:00:00,UCLA,USA,UCLA/USA,6-2,185,2,8,Guard,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_dave_minor,1951,1952,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2296,65,Greg,Minor,Greg Minor,"Minor, Greg",G. Minor,greg-minor,1971-09-08T00:00:00,Louisville,USA,Louisville/USA,6-6,210,5,,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,greg_minor,1994,1998,N,Y,Y,1994,1,25,N
2297,77612,Mark,Minor,Mark Minor,"Minor, Mark",M. Minor,mark-minor,1950-05-14T00:00:00,Ohio State,USA,Ohio State/USA,6-6,215,1,20,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_mark_minor,1972,1972,N,Y,Y,1972,11,165,N
2298,1631169,Josh,Minott,Josh Minott,"Minott, Josh",J. Minott,josh-minott,2002-11-25T00:00:00,Memphis,USA,Memphis/USA,6-8,205,0,8,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,josh_minott,2022,2022,N,N,Y,2022,2,45,N
2299,202703,Nikola,Mirotic,Nikola Mirotic,"Mirotic, Nikola",N. Mirotic,nikola-mirotic,1991-02-11T00:00:00,Real Madrid,Montenegro,Real Madrid/Montenegro,6-10,250,6,41,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,nikola_mirotic,2014,2018,N,Y,Y,2011,1,23,N
2300,77613,Wat,Misaka,Wat Misaka,"Misaka, Wat",W. Misaka,wat-misaka,1923-12-21T00:00:00,Utah,USA,Utah/USA,5-7,150,1,15,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_wat_misaka,1947,1947,N,Y,Y,1947,,,N
2301,1954,Jason,Miskiri,Jason Miskiri,"Miskiri, Jason",J. Miskiri,jason-miskiri,1975-08-19T00:00:00,George Mason,USA,George Mason/USA,6-2,185,2,,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,jason_miskiri,1999,1999,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2302,1630558,Davion,Mitchell,Davion Mitchell,"Mitchell, Davion",D. Mitchell,davion-mitchell,1998-09-05T00:00:00,Baylor,USA,Baylor/USA,6-0,202,1,15,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,davion_mitchell,2021,2022,N,Y,Y,2021,1,9,N
2303,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,5,45,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donovan_mitchell,2017,2022,N,Y,Y,2017,1,13,N
2304,77615,Mike,Mitchell,Mike Mitchell,"Mitchell, Mike",M. Mitchell,mike-mitchell,1956-01-01T00:00:00,Auburn,USA,Auburn/USA,6-7,215,10,34,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_mike_mitchell,1978,1987,N,Y,Y,1978,1,15,N
2305,77616,Murray,Mitchell,Murray Mitchell,"Mitchell, Murray",M. Mitchell,murray-mitchell,1923-03-19T00:00:00,Sam Houston State,USA,Sam Houston State/USA,6-6,,1,,Center,Inactive,N,1610610023,Packers,AND,packers,Anderson,HISTADD_murray_mitchell,1949,1949,N,Y,Y,1948,,,N
2306,417,Sam,Mitchell,Sam Mitchell,"Mitchell, Sam",S. Mitchell,sam-mitchell,1963-09-02T00:00:00,Mercer,USA,Mercer/USA,6-7,215,13,42,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,sam_mitchell,1989,2001,N,Y,Y,1985,3,54,N
2307,77614,Todd,Mitchell,Todd Mitchell,"Mitchell, Todd",T. Mitchell,todd-mitchell,1966-07-26T00:00:00,Purdue,USA,Purdue/USA,6-7,205,1,32,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,HISTADD_todd_mitchell,1988,1988,N,Y,Y,1988,2,43,N
2308,203183,Tony,Mitchell,Tony Mitchell,"Mitchell, Tony",T. Mitchell,tony-mitchell,1989-08-07T00:00:00,Alabama,USA,Alabama/USA,6-6,216,2,,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,tony_mitchell,2013,2013,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2309,203502,Tony,Mitchell,Tony Mitchell,"Mitchell, Tony",T. Mitchell,tony-mitchell,1992-04-07T00:00:00,North Texas,USA,North Texas/USA,,,3,,,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,tony_mitchell,2013,2016,Y,Y,Y,2013,2,37,N
2310,1630342,Trhae,Mitchell,Trhae Mitchell,"Mitchell, Trhae",T. Mitchell,trhae-mitchell,1997-08-19T00:00:00,South Alabama,USA,South Alabama/USA,,,0,,,Inactive,N,0,,,,,trhae_mitchell,,,Y,N,N,Undrafted,Undrafted,Undrafted,N
2311,1628513,Naz,Mitrou-Long,Naz Mitrou-Long,"Mitrou-Long, Naz",N. Mitrou-Long,naz-mitrou-long,1993-08-03T00:00:00,Iowa State,Canada,Iowa State/Canada,6-3,218,4,15,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,naz_mitrou-long,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2312,2040,Jerome,Moiso,Jerome Moiso,"Moiso, Jerome",J. Moiso,jerome-moiso,1978-06-15T00:00:00,UCLA,France,UCLA/France,6-10,260,5,,Forward,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,jerome_moiso,2000,2004,N,Y,Y,2000,1,11,N
2313,77623,Paul,Mokeski,Paul Mokeski,"Mokeski, Paul",P. Mokeski,paul-mokeski,1957-01-03T00:00:00,Kansas,USA,Kansas/USA,7-0,250,12,44,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_paul_mokeski,1979,1990,N,Y,Y,1979,2,42,N
2314,1629690,Adam,Mokoka,Adam Mokoka,"Mokoka, Adam",A. Mokoka,adam-mokoka,1998-07-18T00:00:00,Mega Basket,France,Mega Basket/France,6-4,190,3,20,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,adam_mokoka,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2315,77624,Jack,Molinas,Jack Molinas,"Molinas, Jack",J. Molinas,jack-molinas,1931-10-01T00:00:00,Columbia,USA,Columbia/USA,6-6,200,1,6,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jack_molinas,1953,1953,N,Y,Y,1953,1,3,N
2316,77625,Wayne,Molis,Wayne Molis,"Molis, Wayne",W. Molis,wayne-molis,1943-04-17T00:00:00,Lewis,USA,Lewis/USA,6-8,230,1,18,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_wayne_molis,1966,1966,N,Y,Y,1965,10,75,N
2317,77626,Sidney,Moncrief,Sidney Moncrief,"Moncrief, Sidney",S. Moncrief,sidney-moncrief,1957-09-21T00:00:00,Arkansas,USA,Arkansas/USA,6-4,180,11,4,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_sidney_moncrief,1979,1990,N,Y,Y,1979,1,5,N
2318,1631320,Chima,Moneke,Chima Moneke,"Moneke, Chima",C. Moneke,chima-moneke,1995-12-24T00:00:00,California-Davis,Nigeria,California-Davis/Nigeria,6-5,223,0,19,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,tmp_chima_moneke,2022,2022,N,N,Y,Undrafted,Undrafted,Undrafted,N
2319,77627,Eric,Money,Eric Money,"Money, Eric",E. Money,eric-money,1955-02-06T00:00:00,Arizona,USA,Arizona/USA,6-0,170,6,14,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_eric_money,1974,1979,N,Y,Y,1974,2,33,N
2320,2752,Sergei,Monia,Sergei Monia,"Monia, Sergei",S. Monia,sergei-monia,1983-04-15T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,6-8,220,1,,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,sergei_monia,2005,2005,Y,Y,Y,2004,1,23,N
2321,1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,200,5,0,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,malik_monk,2017,2022,Y,Y,Y,2017,1,11,N
2322,600006,Earl,Monroe,Earl Monroe,"Monroe, Earl",E. Monroe,earl-monroe,1944-11-21T00:00:00,Winston-Salem State,USA,Winston-Salem State/USA,6-3,185,13,10,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_earl_monroe,1967,1979,N,Y,Y,1967,1,2,Y
2323,202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,greg-monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-10,250,11,15,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,greg_monroe,2010,2021,Y,Y,Y,2010,1,7,N
2324,77628,Rodney,Monroe,Rodney Monroe,"Monroe, Rodney",R. Monroe,rodney-monroe,1968-04-16T00:00:00,North Carolina State,USA,North Carolina State/USA,6-3,185,1,12,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_rodney_monroe,1991,1991,N,Y,Y,1991,2,30,N
2325,1626242,Luis,Montero,Luis Montero,"Montero, Luis",L. Montero,luis-montero,1993-04-06T00:00:00,Westchester C.C.,Dominican Republic,Westchester C.C./Dominican Republic,6-7,200,2,,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,luis_montero,2015,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2326,77630,Howie,Montgomery,Howie Montgomery,"Montgomery, Howie",H. Montgomery,howie-montgomery,1940-08-22T00:00:00,Texas-Pan American,USA,Texas-Pan American/USA,6-4,220,1,43,Forward,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_howie_montgomery,1962,1962,N,Y,Y,1962,7,59,N
2327,376,Eric,Montross,Eric Montross,"Montross, Eric",E. Montross,eric-montross,1971-09-23T00:00:00,North Carolina,USA,North Carolina/USA,7-0,270,9,00,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,eric_montross,1994,2002,N,Y,Y,1994,1,9,N
2328,1630541,Moses,Moody,Moses Moody,"Moody, Moses",M. Moody,moses-moody,2002-05-31T00:00:00,Arkansas,USA,Arkansas/USA,6-5,211,1,4,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,moses_moody,2021,2022,Y,Y,Y,2021,1,14,N
2329,200081,Jamario,Moon,Jamario Moon,"Moon, Jamario",J. Moon,jamario-moon,1980-06-13T00:00:00,Meridian CC,USA,Meridian CC/USA,6-8,205,6,9,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,jamario_moon,2007,2011,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2330,77634,Jackie,Moore,Jackie Moore,"Moore, Jackie",J. Moore,jackie-moore,1932-09-24T00:00:00,La Salle,USA,La Salle/USA,6-5,180,3,4-14,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_jackie_moore,1954,1956,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2331,77633,Johnny,Moore,Johnny Moore,"Moore, Johnny",J. Moore,johnny-moore,1958-03-03T00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-1,175,9,00,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_johnny_moore,1980,1989,N,Y,Y,1979,2,43,N
2332,77635,Lowes,Moore,Lowes Moore,"Moore, Lowes",L. Moore,lowes-moore,1957-05-05T00:00:00,West Virginia,USA,West Virginia/USA,6-1,170,3,13,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_lowes_moore,1980,1982,N,Y,Y,1980,3,52,N
2333,1630,Mikki,Moore,Mikki Moore,"Moore, Mikki",M. Moore,mikki-moore,1975-11-04T00:00:00,Nebraska,USA,Nebraska/USA,7-0,225,14,31,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,mikki_moore,1998,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2334,77636,Otto,Moore,Otto Moore,"Moore, Otto",O. Moore,otto-moore,1946-08-27T00:00:00,Texas-Pan American,USA,Texas-Pan American/USA,6-11,205,9,34,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_otto_moore,1968,1976,N,Y,Y,1968,1,6,N
2335,77637,Ron,Moore,Ron Moore,"Moore, Ron",R. Moore,ron-moore,1962-01-16T00:00:00,West Virginia State,USA,West Virginia State/USA,7-0,260,1,53,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_ron_moore,1987,1987,N,Y,Y,1987,2,25,N
2336,929,Tracy,Moore,Tracy Moore,"Moore, Tracy",T. Moore,tracy-moore,1965-12-28T00:00:00,Tulsa,USA,Tulsa/USA,6-4,200,5,,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,tracy_moore,1991,1996,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2337,1631111,Wendell,Moore Jr.,Wendell Moore Jr.,"Moore Jr., Wendell",W. Moore Jr.,wendell-moore-jr,2001-09-18T00:00:00,Duke,USA,Duke/USA,6-5,215,0,7,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,wendell_moore,2022,2022,N,Y,Y,2022,1,26,N
2338,1629630,Ja,Morant,Ja Morant,"Morant, Ja",J. Morant,ja-morant,1999-08-10T00:00:00,Murray State,USA,Murray State/USA,6-2,174,3,12,Guard,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,ja_morant,2019,2022,N,Y,Y,2019,1,2,N
2339,203961,Eric,Moreland,Eric Moreland,"Moreland, Eric",E. Moreland,eric-moreland,1991-12-24T00:00:00,Oregon State,USA,Oregon State/USA,6-10,238,5,15,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,eric_moreland,2014,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2340,77639,Jackie,Moreland,Jackie Moreland,"Moreland, Jackie",J. Moreland,jackie-moreland,1938-03-11T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,215,5,15,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_jackie_moreland,1960,1964,N,Y,Y,1960,1,4,N
2341,77640,Guy,Morgan,Guy Morgan,"Morgan, Guy",G. Morgan,guy-morgan,1960-08-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,205,1,35,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_guy_morgan,1982,1982,N,Y,Y,1982,2,40,N
2342,1629752,Juwan,Morgan,Juwan Morgan,"Morgan, Juwan",J. Morgan,juwan-morgan,1997-04-17T00:00:00,Indiana,USA,Indiana/USA,6-7,232,4,16,Forward,Inactive,Y,1610612738,Celtics,BOS,celtics,Boston,juwan_morgan,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2343,77641,Rex,Morgan,Rex Morgan,"Morgan, Rex",R. Morgan,rex-morgan,1948-10-27T00:00:00,Jacksonville,USA,Jacksonville/USA,6-5,190,2,20,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_rex_morgan,1970,1971,N,Y,Y,1970,2,21,N
2344,77642,Elmo,Morgenthaler,Elmo Morgenthaler,"Morgenthaler, Elmo",E. Morgenthaler,elmo-morgenthaler,1922-08-03T00:00:00,New Mexico Tech,USA,New Mexico Tech/USA,6-9,230,2,17,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_elmo_morgenthaler,1946,1948,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2345,77644,Darren,Morningstar,Darren Morningstar,"Morningstar, Darren",D. Morningstar,darren-morningstar,1969-04-22T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-10,235,1,55,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_darren_morningstar,1993,1993,N,Y,Y,1992,2,47,N
2346,356,Chris,Morris,Chris Morris,"Morris, Chris",C. Morris,chris-morris,1966-01-20T00:00:00,Auburn,USA,Auburn/USA,6-8,228,11,34,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,chris_morris,1988,1998,N,Y,Y,1988,1,4,N
2347,202721,Darius,Morris,Darius Morris,"Morris, Darius",D. Morris,darius-morris,1991-01-03T00:00:00,Michigan,USA,Michigan/USA,6-4,195,5,14,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,darius_morris,2011,2014,Y,Y,Y,2011,2,41,N
2348,77647,Isaiah,Morris,Isaiah Morris,"Morris, Isaiah",I. Morris,isaiah-morris,1969-04-02T00:00:00,Arkansas,USA,Arkansas/USA,6-8,229,1,35,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_isaiah_morris,1992,1992,N,Y,Y,1992,2,37,N
2349,1628537,Jaylen,Morris,Jaylen Morris,"Morris, Jaylen",J. Morris,jaylen-morris,1995-09-19T00:00:00,Molloy,USA,Molloy/USA,6-5,185,3,,Guard,Inactive,N,0,,,,,jaylen_morris,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2350,202693,Markieff,Morris,Markieff Morris,"Morris, Markieff",M. Morris,markieff-morris,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-9,245,11,13,Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,markieff_morris,2011,2022,N,Y,Y,2011,1,13,N
2351,77646,Max,Morris,Max Morris,"Morris, Max",M. Morris,max-morris,1925-03-14T00:00:00,Northwestern,USA,Northwestern/USA,6-2,195,1,,Forward,Inactive,N,1610610033,Redskins,SHE,redskins,Sheboygan,HISTADD_max_morris,1949,1949,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2352,1628420,Monte,Morris,Monte Morris,"Morris, Monte",M. Morris,monte-morris,1995-06-27T00:00:00,Iowa State,USA,Iowa State/USA,6-2,183,5,22,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,monte_morris,2017,2022,Y,Y,Y,2017,2,51,N
2353,201043,Randolph,Morris,Randolph Morris,"Morris, Randolph",R. Morris,randolph-morris,1986-01-02T00:00:00,Kentucky,USA,Kentucky/USA,6-11,275,5,33,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,randolph_morris,2006,2009,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2354,2242,Terence,Morris,Terence Morris,"Morris, Terence",T. Morris,terence-morris,1979-01-11T00:00:00,Maryland,USA,Maryland/USA,,,3,,,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,terence_morris,2001,2008,N,Y,Y,2001,2,33,N
2355,202694,Marcus,Morris Sr.,Marcus Morris Sr.,"Morris Sr., Marcus",M. Morris Sr.,marcus-morris-sr,1989-09-02T00:00:00,Kansas,USA,Kansas/USA,6-8,218,11,8,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,marcus_morris,2011,2022,Y,Y,Y,2011,1,14,N
2356,77648,Dwight,Morrison,Dwight Morrison,"Morrison, Dwight",D. Morrison,dwight-morrison,1932-04-26T00:00:00,Idaho,USA,Idaho/USA,6-8,220,3,12,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_red_morrison,1954,1957,N,Y,Y,1954,2,14,N
2357,77649,Mike,Morrison,Mike Morrison,"Morrison, Mike",M. Morrison,mike-morrison,1967-08-16T00:00:00,Loyola-Maryland,USA,Loyola-Maryland/USA,6-4,195,1,32,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_mike_morrison,1989,1989,N,Y,Y,1989,2,51,N
2358,201627,Anthony,Morrow,Anthony Morrow,"Morrow, Anthony",A. Morrow,anthony-morrow,1985-09-27T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,210,10,11,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,anthony_morrow,2008,2016,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2359,132,Dwayne,Morton,Dwayne Morton,"Morton, Dwayne",D. Morton,dwayne-morton,1971-08-10T00:00:00,Louisville,USA,Louisville/USA,6-7,195,1,50,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,dwayne_morton,1994,1994,N,Y,Y,1994,2,45,N
2360,1972,John,Morton,John Morton,"Morton, John",J. Morton,john-morton,1967-05-18T00:00:00,Seton Hall,USA,Seton Hall/USA,6-3,180,3,23,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,john_morton,1989,1991,N,Y,Y,1989,1,25,N
2361,77652,Richard,Morton,Richard Morton,"Morton, Richard",R. Morton,richard-morton,1966-02-02T00:00:00,California State-Fullerton,USA,California State-Fullerton/USA,6-3,190,1,4,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_richard_morton,1988,1988,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2362,77653,Glenn,Mosley,Glenn Mosley,"Mosley, Glenn",G. Mosley,glenn-mosley,1955-12-26T00:00:00,Seton Hall,USA,Seton Hall/USA,6-8,195,2,34,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_glenn_mosley,1977,1978,N,Y,Y,1977,1,20,N
2363,77654,Perry,Moss,Perry Moss,"Moss, Perry",P. Moss,perry-moss,1958-11-11T00:00:00,Northeastern,USA,Northeastern/USA,6-2,185,2,10,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_perry_moss,1985,1986,N,Y,Y,1982,3,69,N
